Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME
2015-09-30,191.63,191.825,189.44,190.37,163452044
2015-10-01,192.13,192.49,189.82,192.08,131078964
2015-10-02,195,195.03,189.12,189.77,211003342
2015-10-05,198.47,198.74,196.33,196.46,126320842
2015-10-06,197.79,198.98,197,198.31,110274530
2015-10-07,199.41,199.825,197.48,198.9,124307295
2015-10-08,201.21,201.55,198.59,198.95,153055231
2015-10-09,201.33,201.9,200.58,201.38,107069240
2015-10-12,201.52,201.76,200.91,201.42,56395585
2015-10-13,200.25,202.16,200.05,200.65,88038718
2015-10-14,199.29,200.87,198.94,200.18,99106161
2015-10-15,202.35,202.36,199.64,200.08,134142195
2015-10-16,203.27,203.29,201.92,202.83,114580052
2015-10-19,203.37,203.37,202.13,202.5,76523897
2015-10-20,203.09,203.84,202.5471,202.85,78448484
2015-10-21,201.85,203.79,201.65,203.61,102038033
2015-10-22,205.26,205.51,201.85,202.98,174911723
2015-10-23,207.51,207.95,206.3,207.25,144442340
2015-10-26,207,207.37,206.56,207.3,69032965
2015-10-27,206.6,207,205.79,206.2,77905770
2015-10-28,208.95,208.98,206.21,207,135906725
2015-10-29,208.83,209.27,208.21,208.35,90525498
2015-10-30,207.93,209.44,207.74,209.06,131076942
2015-11-02,210.39,210.62,208.17,208.32,86270811
2015-11-03,211,211.66,209.7,209.97,95246052
2015-11-04,210.36,211.5,209.7201,211.35,96224477
2015-11-05,210.15,210.98,209.09,210.43,78408744
2015-11-06,210.04,210.32,208.46,209.74,110471473
2015-11-09,208.08,209.49,206.95,209.31,131008660
2015-11-10,208.56,208.6,207.19,207.51,75874602
2015-11-11,207.74,208.94,207.66,208.88,67845971
2015-11-12,204.84,207.06,204.82,206.5,121315200
2015-11-13,202.54,204.67,202.435,204.35,153577050
2015-11-16,205.62,205.69,202.18,202.32,117645231
2015-11-17,205.47,207.04,204.88,205.99,121123744
2015-11-18,208.73,208.9,205.99,206.04,121342544
2015-11-19,208.55,209.05,208.2,208.59,88220465
2015-11-20,209.3108,210.12,208.86,209.45,94011519
2015-11-23,209.07,209.98,208.52,209.38,64931172
2015-11-24,209.35,209.83,207.41,207.87,98874365
2015-11-25,209.32,209.74,209.01,209.5,51980062
2015-11-26,209.32,209.74,209.01,209.5,51980062
2015-11-27,209.56,209.8,208.86,209.43,37317779
2015-11-30,208.69,209.89,208.56,209.75,112822700
2015-12-01,210.68,210.82,209.11,209.44,97858418
2015-12-02,208.529,211,208.23,210.615,108441259
2015-12-03,205.61,209.15,204.7511,208.83,166224154
2015-12-04,209.62,209.97,205.93,206.08,192913879
2015-12-07,208.35,209.7295,207.2,209.23,102027111
2015-12-08,206.949,208.289,205.78,206.49,103372367
2015-12-09,205.34,208.68,204.18,206.19,162401537
2015-12-10,205.87,207.43,205.14,205.42,116128884
2015-12-11,201.88,204.14,201.51,203.35,211173305
2015-12-14,202.9008,203.05,199.95,202.07,182385177
2015-12-15,205.0308,206.11,204.54,204.7,153067719
2015-12-16,208.03,208.39,204.8,206.365,197017008
2015-12-17,204.86,208.48,204.84,208.4,173092476
2015-12-18,200.0208,202.93,199.83,202.77,251393535
2015-12-21,201.67,201.88,200.09,201.41,99094290
2015-12-22,203.5,203.85,201.55,202.715,111026246
2015-12-23,206.02,206.07,204.58,204.69,110987228
2015-12-24,205.68,206.33,205.42,205.72,48542150
2015-12-25,205.68,206.33,205.42,205.72,48542150
2015-12-28,205.21,205.26,203.94,204.86,65899939
2015-12-29,207.4,207.79,206.47,206.51,92640672
2015-12-30,205.93,207.21,205.76,207.11,63317679
2015-12-31,203.87,205.89,203.87,205.13,114877859
2016-01-01,203.87,205.89,203.87,205.13,114877859
2016-01-04,201.0192,201.03,198.59,200.49,222353534
2016-01-05,201.36,201.9,200.05,201.4,110845849
2016-01-06,198.82,200.06,197.6,198.34,152112604
2016-01-07,194.05,197.44,193.59,195.33,213436073
2016-01-08,191.923,195.85,191.58,195.19,209817228
2016-01-11,192.11,193.41,189.82,193.01,187941323
2016-01-12,193.6608,194.55,191.14,193.82,172330490
2016-01-13,188.83,194.86,188.38,194.45,221168886
2016-01-14,191.93,193.26,187.66,189.55,240795609
2016-01-15,187.81,188.76,185.52,186.77,324846447
2016-01-18,187.81,188.76,185.52,186.77,324846447
2016-01-19,188.06,190.11,186.2,189.96,195244373
2016-01-20,185.65,187.495,181.02,185.03,286547839
2016-01-21,186.69,188.87,184.64,186.21,195772941
2016-01-22,190.52,190.76,188.88,189.78,168319598
2016-01-25,187.64,190.15,187.41,189.92,130371686
2016-01-26,190.2,190.53,188.02,188.42,141036757
2016-01-27,188.13,191.56,187.06,189.58,185681707
2016-01-28,189.11,190.2,187.16,189.96,143798780
2016-01-29,193.7208,193.88,189.88,190.02,210529336
2016-02-01,193.65,194.58,191.84,192.53,136061564
2016-02-02,190.16,191.97,189.54,191.96,182564890
2016-02-03,191.3,191.78,187.1,191.41,205054934
2016-02-04,191.6,192.75,189.96,190.71,139531794
2016-02-05,187.95,191.6696,187.2,190.99,180788308
2016-02-08,185.42,186.12,182.8,185.77,191526694
2016-02-09,185.43,186.94,183.2,183.36,184513136
2016-02-10,185.27,188.34,185.12,186.41,148214057
2016-02-11,182.86,184.1,181.09,182.34,219058885
2016-02-12,186.63,186.65,183.96,184.96,127632393
2016-02-15,186.63,186.65,183.96,184.96,127632393
2016-02-16,189.78,189.81,187.63,188.77,120250668
2016-02-17,192.88,193.32,191.01,191.16,136009496
2016-02-18,192.09,193.27,191.72,193.2,102342997
2016-02-19,192,192.18,190.45,191.17,114792988
2016-02-22,194.78,194.95,193.79,193.87,103640292
2016-02-23,192.32,194.32,192.18,194,111455289
2016-02-24,193.2,193.53,189.32,190.63,150812152
