Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN
2019-12-11,436.297,438.557,435.885,437.315
2019-12-12,422.782,437.605,422.46,435.641
2019-12-13,424.289,426.742,422.249,424.301
2019-12-16,414.182,420.82,413.907,420.82
2019-12-17,407.74,414.344,407.74,413.783
2019-12-18,399.74,406.288,399.192,406.288
2019-12-19,398.562,401.362,396.709,396.941
2019-12-20,395.671,397.505,395.414,397.115
2019-12-23,392.931,395.637,392.876,394.684
2019-12-24,395.08,395.092,391.518,391.518
2019-12-25,395.08,395.092,391.518,391.518
2019-12-26,393.06,393.822,391.864,392.921
2019-12-27,393.786,394.559,392.281,392.281
2019-12-30,395.859,395.859,390.921,392.517
2019-12-31,393.216,395.706,393.144,395.706
2020-01-01,393.216,395.706,393.144,395.706
2020-01-02,393.243,396.246,392.318,392.442
2020-01-03,401.568,401.568,397.111,397.534
2020-01-06,401.069,405.117,401.069,402.947
2020-01-07,399.798,401.888,399.071,401.719
2020-01-08,396.08,400.633,395.583,399.317
2020-01-09,395.99,396.921,393.61,396.299
2020-01-10,396.156,397.005,394.11,394.425
2020-01-13,392.155,394.161,391.886,393.563
2020-01-14,391.378,393.233,391.298,391.785
2020-01-15,391.429,392.532,390.66,391.57
2020-01-16,388.471,391.632,388.11,391.474
2020-01-17,388.332,388.332,385.44,388.278
2020-01-20,388.332,388.332,385.44,388.278
2020-01-21,394.16,394.88,390.045,390.119
2020-01-22,396.597,397.115,393.496,393.915
2020-01-23,405.162,405.62,398.342,398.342
2020-01-24,413.477,413.679,404.059,404.059
2020-01-27,438.644,439.479,423.255,423.255
2020-01-28,427.756,438.579,427.607,438.45
2020-01-29,431.648,431.957,427.549,427.8
2020-01-30,434.127,440.353,434.001,434.759
2020-01-31,445.784,445.784,436.468,436.55
2020-02-03,442.654,443.465,438.866,442.286
2020-02-04,431.499,436.328,430.379,436.328
2020-02-05,422.379,427.523,422.146,427.523
2020-02-06,416.992,422.065,416.664,421.841
2020-02-07,426.612,426.612,417.617,418.311
2020-02-10,429.644,431.504,427.976,427.976
2020-02-11,418.106,426.62,418.106,426.449
2020-02-12,410.977,415.429,410.977,415.429
2020-02-13,411.88,413.992,411.88,413.992
2020-02-14,413.592,415.682,413.391,413.391
2020-02-17,413.592,415.682,413.391,413.391
2020-02-18,417.421,419.532,415.686,417.362
2020-02-19,414.445,416.945,414.349,416.513
2020-02-20,417.564,419.142,416.037,416.25
2020-02-21,423.782,425.707,419.497,419.978
2020-02-24,451.25,451.64,435.663,436.358
2020-02-25,462.273,464.789,451.101,451.235
2020-02-26,471.161,472.094,463.577,464.636
2020-02-27,504.957,504.957,482.044,482.044
2020-02-28,533.133,536.675,515.468,515.468
2020-03-02,528.474,548.34,528.474,548.245
2020-03-03,537.13,540.593,527.14,530.602
2020-03-04,518.58,536.207,518.459,536.207
2020-03-05,544.994,545.59,525.878,525.878
2020-03-06,553.532,574.093,553.532,562.118
2020-03-09,633.254,633.254,583.264,588.222
2020-03-10,647.349,655.227,643.993,651.288
2020-03-11,676.819,678.629,656.591,656.591
