Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME
2016-02-15,26.875,28.55,26.49,28.05,71872
2016-02-16,24.725,26.6,24.3,26.6,67094
2016-02-17,24.05,25.05,24,24.75,3029
2016-02-18,22.775,23.25,22.45,22.85,76669
2016-02-19,22.375,23.5,22.15,22.8,82377
2016-02-22,21.025,22.48,20.85,22.4,72809
2016-02-23,22.175,22.25,20.95,21.05,80148
2016-02-24,21.775,23.48,21.65,22.15,91821
2016-02-25,20.825,22.2,20.75,21.8,66880
2016-02-26,21.475,21.65,20.2,20.85,74609
2016-02-29,21.775,22.2,20.65,21.4,60669
2016-03-01,19.425,22.25,19.4,21.8,80638
2016-03-02,19.275,20.12,19.1,19.45,63260
2016-03-03,18.325,19.52,18.25,19.25,85470
2016-03-04,18.925,18.95,17.75,18.35,73630
2016-03-07,18.575,19.32,18.2,18.8,53324
2016-03-08,19.625,19.75,18.55,18.6,69820
2016-03-09,19.075,19.85,19,19.6,55521
2016-03-10,18.95,20.22,18.1,19.05,106517
2016-03-11,17.625,19.02,17.53,18.93,72884
2016-03-14,17.425,18.07,17.25,17.7,52731
2016-03-15,16.9,18.05,16.8,17.45,56142
2016-03-16,17,17.05,16.55,17,4622
2016-03-17,17.775,18.8,17.55,18.25,87956
2016-03-18,17.725,18.05,17.3,17.8,80394
2016-03-21,16.975,17.9,16.95,17.7,75203
2016-03-22,16.825,17.52,16.7,17,78958
2016-03-23,17.725,17.82,16.75,16.85,71593
2016-03-24,17.375,18.55,17.35,17.7,77890
2016-03-25,17.375,18.55,17.35,17.7,77890
2016-03-28,17.125,17.7,17,17.3,54046
2016-03-29,16.075,17.55,16.05,17.2,87215
2016-03-30,15.85,16.3,15.55,16.15,88052
2016-03-31,15.925,16.3,15.6,15.9,63956
2016-04-01,15.425,16.7,15.35,15.9,91189
2016-04-04,15.925,16.05,15.15,15.4,57117
2016-04-05,16.775,17.07,15.9,15.93,89474
2016-04-06,15.625,17.03,15.55,16.8,74370
2016-04-07,17.275,17.85,15.54,15.65,98500
2016-04-08,16.675,17.4,16.2,17.25,72865
2016-04-11,17.075,17.2,16.05,16.73,70272
2016-04-12,15.925,17.35,15.85,17.1,87991
2016-04-13,14.825,16.08,14.8,15.95,70525
2016-04-14,14.675,15.2,14.6,14.83,66531
2016-04-15,14.725,15.25,14.6,14.65,77048
2016-04-18,13.825,15.62,13.75,15.25,80471
2016-04-19,13.25,14.22,13.2,13.85,73402
2016-04-20,12.66,13.55,12.65,13.3,3269
2016-04-21,16.775,16.97,16.2,16.45,85688
2016-04-22,16.175,16.95,16.15,16.8,81692
2016-04-25,16.225,16.85,16.05,16.1,63269
2016-04-26,15.925,16.4,15.85,16.25,69363
2016-04-27,15.475,16.45,15.35,15.93,84037
2016-04-28,16.475,16.71,15.2,15.5,109656
2016-04-29,16.875,18.04,16.32,16.45,151273
2016-05-02,15.775,17.25,15.6,16.85,96733
2016-05-03,16.625,17.2,15.65,15.85,103111
2016-05-04,16.875,17.6,16.55,16.6,83934
2016-05-05,16.725,17.25,16.3,16.9,62265
2016-05-06,15.725,17.27,15.7,16.75,82708
2016-05-09,15.475,15.92,15.12,15.65,74304
2016-05-10,14.525,15.74,14.5,15.5,88809
2016-05-11,15.625,15.7,14.55,14.55,88261
2016-05-12,15.225,16.04,14.95,15.6,101492
2016-05-13,15.875,16.27,15,15.25,93839
2016-05-16,15.125,16.25,14.8,15.9,83483
2016-05-17,15.425,16.21,14.75,15.15,84692
2016-05-18,15.6,15.7,15.2,15.45,2698
2016-05-19,17.975,19.1,17.95,18.1,114000
2016-05-20,17.325,18.05,17.25,18,93196
2016-05-23,17.575,17.65,17.1,17.35,73343
2016-05-24,16.475,17.69,16.35,17.55,97140
2016-05-25,16.175,16.61,15.9,16.5,91602
2016-05-26,15.825,16.43,15.75,16.2,67094
2016-05-27,15.375,15.97,15.35,15.85,67388
2016-05-30,15.375,15.97,15.35,15.85,67388
2016-05-31,15.275,16,15.1,15.4,93513
2016-06-01,15.275,16.05,15.15,15.3,84088
2016-06-02,14.825,15.77,14.75,15.3,84352
2016-06-03,14.725,15.7,14.6,14.9,98048
2016-06-06,14.475,15,14.35,14.8,67610
2016-06-07,14.725,14.85,14,14.5,87967
2016-06-08,14.975,15.1,14.55,14.75,92235
2016-06-09,15.475,15.8,14.93,14.95,87028
2016-06-10,17.525,17.85,15.44,15.45,138984
2016-06-13,21.325,21.5,17.7,17.75,182968
2016-06-14,20.575,22.15,20.02,21.35,133976
2016-06-15,19.9,20.9,19.65,20.55,1866
2016-06-16,20.025,22.2,19.74,20.6,166538
2016-06-17,20.075,20.34,19.58,20.05,111858
2016-06-20,18.475,19.8,17.9,19.8,122612
2016-06-21,18.675,18.97,17.85,18.54,104825
2016-06-22,19.425,19.6,18.1,18.7,111337
2016-06-23,16.675,19.49,16.6,19.45,149256
2016-06-24,22.65,27.65,16.07,16.65,352468
2016-06-27,23.65,23.7,21.7,23.35,210409
2016-06-28,18.875,23.4,18.85,23.15,178878
2016-06-29,17.475,19.15,17.45,19,123708
2016-06-30,16.975,18.17,16.9,17.55,123919
2016-07-01,16.775,17.5,16.45,17.05,92077
2016-07-04,16.775,17.5,16.45,17.05,92077
2016-07-05,16.825,17.77,16.4,16.65,111558
2016-07-06,16.175,17.8,16.05,16.85,112994
2016-07-07,15.925,16.9,15.75,16.2,99305
2016-07-08,14.775,16.29,14.65,15.95,94887
2016-07-11,14.625,14.85,14.34,14.65,72210
2016-07-12,14.275,14.85,14.15,14.66,87135
2016-07-13,14.175,14.6,14,14.3,89925
2016-07-14,14.025,14.38,13.75,14.2,84215
2016-07-15,13.825,14.4,13.5,14.05,85485
2016-07-18,13.075,13.9,13,13.9,82582
2016-07-19,12.225,13.41,12.2,13.08,70862
2016-07-20,11.8,12.4,11.75,12.25,2862
2016-07-21,15.825,16.05,15.3,15.45,96801
2016-07-22,15.375,15.89,15.25,15.83,68205
2016-07-25,15.325,16,15.2,15.4,80150
2016-07-26,15.175,15.65,15.1,15.35,66206
2016-07-27,14.775,15.45,14.6,15.15,91464
2016-07-28,14.375,15.06,14.35,14.78,81695
2016-07-29,13.825,14.65,13.75,14.4,79284
2016-08-01,13.625,14.1,13.45,13.85,91967
2016-08-02,14.225,14.86,13.5,13.7,120215
2016-08-03,13.825,14.71,13.8,14.25,68979
2016-08-04,13.425,13.95,13.38,13.87,76294
2016-08-05,12.875,13.5,12.7,13.46,74312
2016-08-08,12.475,13,12.45,12.92,56664
2016-08-09,12.375,12.7,12.05,12.5,97247
2016-08-10,12.875,13.22,12.2,12.4,89405
2016-08-11,12.625,13.06,12.43,12.9,86322
2016-08-12,12.325,12.94,12.3,12.61,73809
2016-08-15,12.225,12.42,12.05,12.4,71413
2016-08-16,12.825,12.9,12.15,12.24,80281
2016-08-17,12.65,13,12.55,12.8,4562
2016-08-18,14.575,15.13,14.55,14.85,65419
2016-08-19,14.675,14.95,14.6,14.6,59869
2016-08-22,14.725,15,14.65,14.65,72937
2016-08-23,14.675,14.85,14.5,14.85,58124
2016-08-24,15.125,15.25,14.63,14.65,68070
2016-08-25,14.975,15.4,14.85,15.15,72700
2016-08-26,15.125,15.73,14.48,15,116618
2016-08-29,14.675,15.4,14.6,15.1,64034
2016-08-30,14.525,14.95,14.5,14.68,63035
2016-08-31,14.575,15.17,14.5,14.55,72241
2016-09-01,14.575,15.15,14.39,14.6,76373
2016-09-02,13.925,14.83,13.85,14.6,81661
2016-09-05,13.925,14.83,13.85,14.6,81661
2016-09-06,13.375,14.02,13.35,13.9,64769
2016-09-07,13.225,13.55,13.2,13.4,62423
2016-09-08,13.375,13.52,13.15,13.25,62372
2016-09-09,16.475,16.75,13.35,13.35,196861
2016-09-12,15.325,17.37,14.95,16.55,201804
2016-09-13,17.775,19.12,15.33,15.36,248857
2016-09-14,18.375,18.54,16.75,17.8,135161
2016-09-15,17.075,18.8,16.58,18.4,108195
2016-09-16,16.025,17.7,16,17.1,98075
2016-09-19,15.675,16.1,14.93,16,83892
2016-09-20,15.875,16.25,14.85,15.7,74231
2016-09-21,15.3,16.1,15.2,15.9,1771
2016-09-22,15.325,16,15.25,16,108315
2016-09-23,15.575,15.6,15.2,15.35,102138
2016-09-26,16.275,16.7,15.3,15.4,109174
2016-09-27,15.525,16.55,15.3,16.3,103318
2016-09-28,15.225,15.93,15.2,15.5,96155
2016-09-29,15.925,17.05,15.05,15.25,188284
2016-09-30,15.775,16.75,15.35,15.95,110757
2016-10-03,15.475,16,15.4,15.8,77285
2016-10-04,15.325,16.02,15.1,15.5,131217
2016-10-05,15.125,15.59,15.1,15.37,70687
2016-10-06,14.975,15.47,14.95,15.15,66507
2016-10-07,15.325,15.58,14.75,15,108583
2016-10-10,14.675,15.15,14.55,14.95,63595
2016-10-11,15.825,16.32,14.6,14.7,134637
2016-10-12,16.325,16.35,15.54,15.85,97902
2016-10-13,17.025,17.7,16.28,16.3,140409
2016-10-14,16.625,17.21,15.9,17,100700
2016-10-17,16.525,17.1,16.41,16.65,78748
2016-10-18,15.675,16.6,15.4,16.52,72524
2016-10-19,15.2,15.9,15.2,15.75,3939
2016-10-20,15.775,16.4,15.75,16.1,80871
2016-10-21,15.575,16.13,15.45,15.8,77630
2016-10-24,14.925,15.69,14.9,15.6,65641
2016-10-25,15.225,15.4,14.85,14.9,72584
2016-10-26,15.625,15.75,15.18,15.2,90214
2016-10-27,16.075,16.15,15.25,15.6,100804
2016-10-28,16.625,17.08,15.74,16.05,163731
2016-10-31,17.225,17.35,16.35,16.7,91136
2016-11-01,17.825,18.78,16.97,17.25,152004
2016-11-02,18.525,18.57,17.7,17.85,125965
2016-11-03,19.775,19.85,18.19,18.5,135362
2016-11-04,19.325,19.8,18.45,19.75,149835
2016-11-07,16.025,17.5,16,17.5,126326
2016-11-08,15.975,16.9,15.75,16.05,125997
2016-11-09,14.875,23.46,14.8,15.95,275642
2016-11-10,15.325,16.5,13.95,14.9,184752
2016-11-11,14.925,16.3,14.75,15.35,103742
2016-11-14,14.475,15.45,14.45,14.9,87681
2016-11-15,13.2,14.65,13.15,14.5,68720
2016-11-16,13.85,13.85,13.2,13.25,3601
2016-11-17,15.025,15.65,15,15.6,89941
2016-11-18,14.975,15.45,14.9,15.05,85663
2016-11-21,14.475,15.06,14.25,14.95,64033
2016-11-22,14.425,14.75,14.2,14.45,87256
2016-11-23,14.425,14.7,14.3,14.45,65249
2016-11-24,14.425,14.7,14.3,14.45,65249
2016-11-25,14.325,14.375,14.375,14.375,32270
2016-11-28,14.425,14.75,14.3,14.3,74233
2016-11-29,14.275,14.65,14.09,14.48,51348
2016-11-30,14.525,14.555,14.05,14.3,80149
2016-12-01,15.025,15.4,14.25,14.5,109419
2016-12-02,15.075,15.36,14.5,15.05,89522
2016-12-05,13.525,15.71,13.5,15.35,123548
2016-12-06,13.125,13.75,13.05,13.55,82224
2016-12-07,13.325,13.45,12.75,13.15,101937
2016-12-08,13.425,13.91,13.05,13.32,116953
2016-12-09,13.025,13.8,13,13.4,69810
2016-12-12,13.425,13.5,12.85,13.05,66913
2016-12-13,13.275,13.72,13.17,13.4,92517
2016-12-14,13.425,13.65,12.84,13.3,136833
2016-12-15,13.025,13.6,13,13.45,96977
2016-12-16,12.725,13.15,12.65,13.1,95629
2016-12-19,12.125,12.85,12,12.7,78073
2016-12-20,11.575,12.2,11.4,12.15,79258
2016-12-21,11.45,11.6,11.3,11.5,3097
2016-12-22,14.275,14.4,14,14.07,70606
2016-12-23,14.275,14.45,14.2,14.25,42411
2016-12-26,14.275,14.45,14.2,14.25,42411
2016-12-27,13.975,14.33,13.95,14.3,32058
2016-12-28,14.625,14.65,13.94,14.05,62297
2016-12-29,14.825,15.05,14.5,14.6,45622
2016-12-30,15.125,15.37,14.55,14.85,55180
2017-01-02,15.125,15.37,14.55,14.85,55180
2017-01-03,13.775,15,13.75,14.8,96159
2017-01-04,13.175,13.89,12.95,13.8,75213
2017-01-05,13.025,13.59,13,13.2,62929
2017-01-06,12.875,13.15,12.6,13.05,74955
2017-01-09,12.925,13.2,12.73,12.85,74844
2017-01-10,12.875,13.2,12.75,12.95,78611
2017-01-11,12.525,13.25,12.45,12.85,104871
2017-01-12,12.475,13.35,12.35,12.55,117050
2017-01-13,12.175,12.65,12.14,12.45,94082
2017-01-16,12.175,12.65,12.14,12.45,94082
2017-01-17,12.175,12.79,11.75,12.25,107071
2017-01-18,11.86,12.25,11.7,12.15,4046
2017-01-19,14.225,14.5,14.05,14.2,83780
2017-01-20,13.825,14.35,13.7,14.25,107123
2017-01-23,13.575,14.1,13.55,13.85,78041
2017-01-24,13.025,13.7,12.9,13.6,80397
2017-01-25,12.725,13,12.6,13,75208
2017-01-26,12.675,12.95,12.6,12.7,57383
2017-01-27,12.525,12.85,12.5,12.7,53232
2017-01-30,12.875,13.65,12.65,12.65,125768
2017-01-31,12.925,13.45,12.85,12.9,99841
2017-02-01,12.675,13,12.48,12.95,86685
2017-02-02,12.925,13.2,12.67,12.7,75082
2017-02-03,12.475,13.1,12.25,12.92,76708
2017-02-06,12.475,12.85,12.3,12.4,80783
2017-02-07,12.575,12.65,12.25,12.45,77882
2017-02-08,12.575,12.85,12.43,12.6,91446
2017-02-09,12.025,12.6,11.9,12.55,104432
2017-02-10,11.725,12.1,11.7,12.05,72055
2017-02-13,11.425,11.75,11.35,11.7,82480
2017-02-14,11.175,11.55,11.05,11.4,96657
2017-02-15,11.5,11.5,10.95,11.2,6382
2017-02-16,12.975,13.7,12.75,12.85,153809
2017-02-17,13.125,13.38,12.95,13,108521
2017-02-20,13.125,13.38,12.95,13,108521
2017-02-21,13.175,13.25,12.75,13.25,87606
2017-02-22,13.225,13.45,13,13.2,81254
2017-02-23,13.525,13.78,13.18,13.2,99630
2017-02-24,13.325,14.1,13.15,13.55,116335
2017-02-27,13.275,13.42,12.85,13.3,68446
2017-02-28,13.525,13.65,13.18,13.3,95794
2017-03-01,13.275,13.55,12.75,13.5,109579
2017-03-02,13.275,13.5,12.95,13.28,108845
2017-03-03,12.825,13.4,12.78,13.25,93120
2017-03-06,12.675,13.15,12.55,12.8,67782
2017-03-07,12.625,12.83,12.3,12.68,95016
2017-03-08,12.675,12.97,12.25,12.6,95364
2017-03-09,12.775,12.95,12.45,12.7,95007
2017-03-10,12.525,12.81,12.4,12.8,89296
2017-03-13,12.125,12.65,12.1,12.5,65889
2017-03-14,12.625,12.8,12.05,12.13,140081
2017-03-15,12.275,12.7,11.9,12.65,108082
2017-03-16,11.925,12.3,11.88,12.25,109956
2017-03-17,11.775,12.01,11.5,11.9,114160
2017-03-20,11.625,11.95,11.55,11.75,106090
2017-03-21,12.175,12.56,11.2,11.6,157788
2017-03-22,12.15,12.85,12.15,12.3,4264
2017-03-23,14.275,14.3,13.55,13.9,124057
2017-03-24,13.925,14.65,13.69,14.25,144391
2017-03-27,13.575,14.8,13.55,14.1,142968
2017-03-28,12.925,13.6,12.85,13.6,116736
2017-03-29,12.925,13,12.7,12.9,77180
