Start Date,9/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,10/30/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPY US Equity,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,VIX Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,UX1 Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,USGG10YR Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,USOHHYTO Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime
Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME
10/13/2015,200.25,202.16,200.05,200.65,88038718,,10/13/2015,17.67,17.7,16.14,17.08,#N/A N/A,,10/13/2015,18.275,18.3,16.6,16.7,72230,,10/13/2015,2.0439,2.0881,2.0351,2.0881,0,,10/13/2015,635.712,637.144,634.813,634.813,#N/A N/A
10/14/2015,199.29,200.87,198.94,200.18,99106161,,10/14/2015,18.03,18.78,17.3,17.67,#N/A N/A,,10/14/2015,18.325,18.95,17.7,18.3,66423,,10/14/2015,1.9718,2.0474,1.9718,2.0439,0,,10/14/2015,640.612,641.137,639.568,639.664,#N/A N/A
10/15/2015,202.35,202.36,199.64,200.08,134142195,,10/15/2015,16.05,17.85,16.04,17.62,#N/A N/A,,10/15/2015,16.575,18.3,16.55,18.25,61653,,10/15/2015,2.0175,2.0263,1.977,1.9788,0,,10/15/2015,643.13,648.087,643.13,648.087,#N/A N/A
10/16/2015,203.27,203.29,201.92,202.83,114580052,,10/16/2015,15.05,16.86,15.05,15.64,#N/A N/A,,10/16/2015,16.1,17.07,16.05,16.6,54167,,10/16/2015,2.0334,2.0351,1.9981,2.0245,0,,10/16/2015,636.327,640.684,636.157,640.218,#N/A N/A
10/19/2015,203.37,203.37,202.13,202.5,76523897,,10/19/2015,14.98,16.23,14.82,15.68,#N/A N/A,,10/19/2015,15.275,16.6,15.23,16.15,56330,,10/19/2015,2.0228,2.0546,2.0122,2.0228,0,,10/19/2015,632.291,634.447,632.291,632.827,#N/A N/A
10/20/2015,203.09,203.84,202.5471,202.85,78448484,,10/20/2015,15.75,16.34,14.72,15.17,#N/A N/A,,10/20/2015,16.075,16.15,15.15,15.25,43840,,10/20/2015,2.067,2.0776,2.0122,2.021,0,,10/20/2015,628.773,632.03,628.511,632.03,#N/A N/A
10/21/2015,201.85,203.79,201.65,203.61,102038033,,10/21/2015,16.7,16.7,14.41,14.98,#N/A N/A,,10/21/2015,15.5,16.12,15.25,16.05,2045,,10/21/2015,2.0228,2.0706,2.0157,2.0564,0,,10/21/2015,628.677,628.677,624.549,626.557,#N/A N/A
10/22/2015,205.26,205.51,201.85,202.98,174911723,,10/22/2015,14.45,15.92,14.45,15.02,#N/A N/A,,10/22/2015,16.025,18.15,15.9,18.15,120731,,10/22/2015,2.0263,2.0529,2.0016,2.0193,0,,10/22/2015,631.133,631.858,628.216,628.388,#N/A N/A
10/23/2015,207.51,207.95,206.3,207.25,144442340,,10/23/2015,14.46,15.12,13.24,13.46,#N/A N/A,,10/23/2015,16.6,16.7,15.53,16.15,101126,,10/23/2015,2.0866,2.0973,2.021,2.0352,0,,10/23/2015,620.011,624.699,619.272,624.539,#N/A N/A
10/26/2015,207,207.37,206.56,207.3,69032965,,10/26/2015,15.29,15.43,14.68,14.76,#N/A N/A,,10/26/2015,16.925,17.2,16.35,16.5,59762,,10/26/2015,2.0564,2.0831,2.0494,2.0813,0,,10/26/2015,623.092,623.264,619.428,620.74,#N/A N/A
10/27/2015,206.6,207,205.79,206.2,77905770,,10/27/2015,15.43,15.99,14.78,15.75,#N/A N/A,,10/27/2015,16.475,17.25,16.3,16.9,68308,,10/27/2015,2.037,2.0582,2.0069,2.0529,0,,10/27/2015,628.26,628.544,622.368,622.368,#N/A N/A
10/28/2015,208.95,208.98,206.21,207,135906725,,10/28/2015,14.33,15.73,12.8,15.14,#N/A N/A,,10/28/2015,15.975,17.06,15.85,16.5,90286,,10/28/2015,2.1009,2.1045,2.0264,2.0405,0,,10/28/2015,617.84,625.747,617.772,625.592,#N/A N/A
10/29/2015,208.83,209.27,208.21,208.35,90525498,,10/29/2015,14.61,15.46,14.33,14.8,#N/A N/A,,10/29/2015,16.175,16.63,15.95,16,60914,,10/29/2015,2.1725,2.1779,2.0796,2.0902,0,,10/29/2015,611.172,614.885,611.076,614.885,#N/A N/A
10/30/2015,207.93,209.44,207.74,209.06,131076942,,10/30/2015,15.07,15.39,14,14.6,#N/A N/A,,10/30/2015,16.625,16.8,15.95,16.15,55607,,10/30/2015,2.1421,2.1816,2.1403,2.1617,0,,10/30/2015,609.497,613.859,609.497,611.395,#N/A N/A
11/2/2015,210.39,210.62,208.17,208.32,86270811,,11/2/2015,14.15,15.51,13.67,15.41,#N/A N/A,,11/2/2015,15.875,17.1,15.45,16.66,63291,,11/2/2015,2.1709,2.187,2.1278,2.1422,0,,11/2/2015,604.548,607.838,604.251,607.612,#N/A N/A
11/3/2015,211,211.66,209.7,209.97,95246052,,11/3/2015,14.54,14.73,13.81,14.33,#N/A N/A,,11/3/2015,16.125,16.15,15.53,15.9,58518,,11/3/2015,2.2105,2.2232,2.1637,2.1637,0,,11/3/2015,599.891,604.524,599.891,604.015,#N/A N/A
11/4/2015,210.36,211.5,209.7201,211.35,96224477,,11/4/2015,15.51,15.88,13.96,14.04,#N/A N/A,,11/4/2015,16.725,16.8,15.75,16.1,75481,,11/4/2015,2.225,2.2395,2.1961,2.2087,0,,11/4/2015,599.14,602,597.417,601.087,#N/A N/A
11/5/2015,210.15,210.98,209.09,210.43,78408744,,11/5/2015,15.05,16.39,15,15.39,#N/A N/A,,11/5/2015,16.025,16.93,16,16.7,71492,,11/5/2015,2.2323,2.2613,2.2178,2.225,0,,11/5/2015,602.604,603.404,599.255,599.675,#N/A N/A
11/6/2015,210.04,210.32,208.46,209.74,110471473,,11/6/2015,14.33,16,14.32,14.91,#N/A N/A,,11/6/2015,15.675,16.68,15.65,16.05,85094,,11/6/2015,2.3252,2.3472,2.2216,2.2341,0,,11/6/2015,609.796,609.796,597.836,602.323,#N/A N/A
11/9/2015,208.08,209.49,206.95,209.31,131008660,,11/9/2015,16.52,17.09,15.14,15.34,#N/A N/A,,11/9/2015,17.025,17.3,15.65,15.8,84561,,11/9/2015,2.3436,2.3747,2.3234,2.3252,0,,11/9/2015,617.655,617.825,576.546,609.049,#N/A N/A
11/10/2015,208.56,208.6,207.19,207.51,75874602,,11/10/2015,15.29,16.96,15.24,16.69,#N/A N/A,,11/10/2015,16.225,17.27,16.05,17.025,60893,,11/10/2015,2.3419,2.3511,2.309,2.3436,0,,11/10/2015,627.017,627.513,622.616,622.616,#N/A N/A
11/11/2015,207.74,208.94,207.66,208.88,67845971,,11/11/2015,16.06,16.15,15.02,15.07,#N/A N/A,,11/11/2015,16.775,16.8,15.93,16.2,51543,,11/11/2015,2.3301,2.3301,2.3301,2.3301,0,,11/11/2015,627.017,627.513,622.616,622.616,#N/A N/A
11/12/2015,204.84,207.06,204.82,206.5,121315200,,11/12/2015,18.37,18.5,16.65,17.06,#N/A N/A,,11/12/2015,18.575,18.65,16.35,16.75,88007,,11/12/2015,2.3116,2.3416,2.2975,2.3301,0,,11/12/2015,639.407,639.483,626.442,626.442,#N/A N/A
11/13/2015,202.54,204.67,202.435,204.35,153577050,,11/13/2015,20.08,20.67,18.2,18.68,#N/A N/A,,11/13/2015,20.325,20.6,18.23,18.55,104559,,11/13/2015,2.2658,2.3186,2.2658,2.3151,0,,11/13/2015,652.085,652.334,641.444,641.444,#N/A N/A
11/16/2015,205.62,205.69,202.18,202.32,117645231,,11/16/2015,18.16,20.55,17.25,20.51,#N/A N/A,,11/16/2015,18.075,21.7,18,21.25,91679,,11/16/2015,2.2676,2.2763,2.236,2.2412,0,,11/16/2015,658.057,658.719,654.688,654.688,#N/A N/A
11/17/2015,205.47,207.04,204.88,205.99,121123744,,11/17/2015,18.84,19.59,16.86,17.82,#N/A N/A,,11/17/2015,18.975,19.8,17.54,18.15,62678,,11/17/2015,2.2658,2.3116,2.2447,2.2746,0,,11/17/2015,650.488,655.402,649.973,655.389,#N/A N/A
11/18/2015,208.73,208.9,205.99,206.04,121342544,,11/18/2015,16.85,19.45,16.8,19.01,#N/A N/A,,11/18/2015,18.65,19.3,18.55,19,3260,,11/18/2015,2.2728,2.2975,2.257,2.2711,0,,11/18/2015,653.544,653.969,652.679,652.679,#N/A N/A
11/19/2015,208.55,209.05,208.2,208.59,88220465,,11/19/2015,16.99,18.26,16,16.25,#N/A N/A,,11/19/2015,18.175,18.5,17.4,17.75,78277,,11/19/2015,2.2482,2.2746,2.2307,2.2728,0,,11/19/2015,657.868,657.868,653.157,653.157,#N/A N/A
11/20/2015,209.3108,210.12,208.86,209.45,94011519,,11/20/2015,15.47,16.38,15.47,16.13,#N/A N/A,,11/20/2015,17.425,18.3,17.35,18.2,67491,,11/20/2015,2.2623,2.264,2.2289,2.2535,0,,11/20/2015,660.322,660.594,658.357,658.357,#N/A N/A
11/23/2015,209.07,209.98,208.52,209.38,64931172,,11/23/2015,15.62,16.74,15.38,16.15,#N/A N/A,,11/23/2015,17.025,17.8,16.95,17.45,58668,,11/23/2015,2.2377,2.2958,2.2377,2.2623,0,,11/23/2015,660.501,661.016,659.415,659.713,#N/A N/A
11/24/2015,209.35,209.83,207.41,207.87,98874365,,11/24/2015,15.93,17.21,15.48,16.53,#N/A N/A,,11/24/2015,17.425,18,17,17.05,70842,,11/24/2015,2.2377,2.25,2.2044,2.2394,0,,11/24/2015,665.382,667.13,664.368,664.368,#N/A N/A
11/25/2015,209.32,209.74,209.01,209.5,51980062,,11/25/2015,15.19,15.89,15.05,15.55,#N/A N/A,,11/25/2015,16.775,17.62,16.75,17.4,53186,,11/25/2015,2.2341,2.2464,2.2219,2.2377,0,,11/25/2015,667.278,668.343,666.986,666.986,#N/A N/A
11/26/2015,209.32,209.74,209.01,209.5,51980062,,11/26/2015,15.19,15.89,15.05,15.55,#N/A N/A,,11/26/2015,16.775,17.62,16.75,17.4,53186,,11/26/2015,2.2341,2.2341,2.2341,2.2341,0,,11/26/2015,667.278,668.343,666.986,666.986,#N/A N/A
11/27/2015,209.56,209.8,208.86,209.43,37317779,,11/27/2015,15.12,16.09,15.12,15.31,#N/A N/A,,11/27/2015,17.175,17.2,16.51,16.8,35436,,11/27/2015,2.2201,2.2341,2.2025,2.2341,0,,11/27/2015,668.448,669.374,668.444,669.119,#N/A N/A
11/30/2015,208.69,209.89,208.56,209.75,112822700,,11/30/2015,16.13,16.57,15.52,15.55,#N/A N/A,,11/30/2015,16.975,17.45,16.85,17.1,61910,,11/30/2015,2.206,2.2429,2.2043,2.2148,0,,11/30/2015,667.173,667.548,666.517,667.164,#N/A N/A
12/1/2015,210.68,210.82,209.11,209.44,97858418,,12/1/2015,14.67,16.34,14.63,15.61,#N/A N/A,,12/1/2015,16.125,17.03,16.08,17,69273,,12/1/2015,2.1431,2.2376,2.1431,2.213,0,,12/1/2015,663.951,668.59,663.951,668.328,#N/A N/A
12/2/2015,208.529,211,208.23,210.615,108441259,,12/2/2015,15.91,16.49,14.71,15.04,#N/A N/A,,12/2/2015,16.775,17.15,16,16.2,88629,,12/2/2015,2.1797,2.199,2.1518,2.1536,0,,12/2/2015,666.809,669.24,665.6,668.673,#N/A N/A
12/3/2015,205.61,209.15,204.7511,208.83,166224154,,12/3/2015,18.11,19.35,15.86,15.87,#N/A N/A,,12/3/2015,18.325,19.1,16.18,16.8,147914,,12/3/2015,2.3136,2.3455,2.1762,2.1832,0,,12/3/2015,663.69,670.365,663.177,664.174,#N/A N/A
12/4/2015,209.62,209.97,205.93,206.08,192913879,,12/4/2015,14.81,17.65,14.69,17.43,#N/A N/A,,12/4/2015,16.225,18.35,16.2,18.3,120056,,12/4/2015,2.2693,2.3563,2.2587,2.3012,0,,12/4/2015,666.164,667.636,661.335,663.816,#N/A N/A
12/7/2015,208.35,209.7295,207.2,209.23,102027111,,12/7/2015,15.84,17.18,15.58,15.65,#N/A N/A,,12/7/2015,16.525,17.6,16.03,16.2,88903,,12/7/2015,2.2288,2.2906,2.2024,2.2799,0,,12/7/2015,677.004,677.187,665.567,665.567,#N/A N/A
12/8/2015,206.949,208.289,205.78,206.49,103372367,,12/8/2015,17.6,18.33,16.52,17.69,#N/A N/A,,12/8/2015,17.775,18.2,16.5,16.5,94325,,12/8/2015,2.2182,2.2429,2.1954,2.2323,0,,12/8/2015,690.753,691.057,682.699,682.699,#N/A N/A
12/9/2015,205.34,208.68,204.18,206.19,162401537,,12/9/2015,19.61,20.13,15.72,18.05,#N/A N/A,,12/9/2015,18.975,19.4,17.06,17.8,134311,,12/9/2015,2.2164,2.2693,2.1954,2.2235,0,,12/9/2015,694.713,695.492,689.786,692.136,#N/A N/A
12/10/2015,205.87,207.43,205.14,205.42,116128884,,12/10/2015,19.34,19.72,18.13,19.25,#N/A N/A,,12/10/2015,19.325,19.45,18.3,18.95,89897,,12/10/2015,2.2305,2.2376,2.2041,2.2147,0,,12/10/2015,696.07,696.74,695.65,695.776,#N/A N/A
12/11/2015,201.88,204.14,201.51,203.35,211173305,,12/11/2015,24.39,25.27,20.88,21.36,#N/A N/A,,12/11/2015,23.65,24.28,18.95,19.35,174524,,12/11/2015,2.127,2.2376,2.1183,2.2323,0,,12/11/2015,728.324,728.324,704.087,704.087,#N/A N/A
12/14/2015,202.9008,203.05,199.95,202.07,182385177,,12/14/2015,22.73,26.81,21.47,24.7,#N/A N/A,,12/14/2015,22.425,25.4,21.8,23.85,137386,,12/14/2015,2.2217,2.2305,2.1357,2.1445,0,,12/14/2015,749.986,749.986,732.591,732.591,#N/A N/A
12/15/2015,205.0308,206.11,204.54,204.7,153067719,,12/15/2015,20.95,21.62,20.02,20.76,#N/A N/A,,12/15/2015,20.625,22.6,20.25,22.45,67919,,12/15/2015,2.2658,2.2888,2.2005,2.2182,0,,12/15/2015,737.7,750.444,737.576,750.444,#N/A N/A
12/16/2015,208.03,208.39,204.8,206.365,197017008,,12/16/2015,17.86,20.24,17.12,19.25,#N/A N/A,,12/16/2015,19.9,20.9,19.85,20.7,2280,,12/16/2015,2.296,2.328,2.2481,2.264,0,,12/16/2015,729.023,735.253,728.78,735.253,#N/A N/A
12/17/2015,204.86,208.48,204.84,208.4,173092476,,12/17/2015,18.94,19.05,16.13,16.18,#N/A N/A,,12/17/2015,19.275,19.3,17.65,18.1,105702,,12/17/2015,2.2234,2.2835,2.2216,2.2818,0,,12/17/2015,731.358,731.38,723.862,726.764,#N/A N/A
12/18/2015,200.0208,202.93,199.83,202.77,251393535,,12/18/2015,20.7,23.3,18.75,19.34,#N/A N/A,,12/18/2015,20.425,20.5,18.95,19.2,125152,,12/18/2015,2.204,2.2322,2.1759,2.2287,0,,12/18/2015,741.322,741.8,733.905,733.905,#N/A N/A
12/21/2015,201.67,201.88,200.09,201.41,99094290,,12/21/2015,18.7,20.21,18.7,19.64,#N/A N/A,,12/21/2015,18.825,20.4,18.8,20.4,68708,,12/21/2015,2.1917,2.2234,2.1706,2.2005,0,,12/21/2015,744.594,744.925,740.629,740.629,#N/A N/A
12/22/2015,203.5,203.85,201.55,202.715,111026246,,12/22/2015,16.6,18.22,16.6,17.61,#N/A N/A,,12/22/2015,17.825,19.2,17.75,18.85,75434,,12/22/2015,2.2357,2.2375,2.1828,2.1934,0,,12/22/2015,738.929,744.834,738.725,743.911,#N/A N/A
12/23/2015,206.02,206.07,204.58,204.69,110987228,,12/23/2015,15.57,16.25,15.33,15.86,#N/A N/A,,12/23/2015,17.875,18.2,17.3,17.85,69011,,12/23/2015,2.2534,2.2782,2.2304,2.234,0,,12/23/2015,730.057,737.563,729.13,737.563,#N/A N/A
12/24/2015,205.68,206.33,205.42,205.72,48542150,,12/24/2015,15.74,15.88,14.45,15.44,#N/A N/A,,12/24/2015,18.225,18.25,17.8,17.85,20563,,12/24/2015,2.241,2.2641,2.2375,2.2534,0,,12/24/2015,728.734,729.841,727.596,727.596,#N/A N/A
12/25/2015,205.68,206.33,205.42,205.72,48542150,,12/25/2015,15.74,15.88,14.45,15.44,#N/A N/A,,12/25/2015,18.225,18.25,17.8,17.85,20563,,12/25/2015,2.241,2.241,2.241,2.241,0,,12/25/2015,728.734,729.841,727.596,727.596,#N/A N/A
12/28/2015,205.21,205.26,203.94,204.86,65899939,,12/28/2015,16.91,18.13,16.88,17.65,#N/A N/A,,12/28/2015,17.825,18.88,17.8,18.15,60002,,12/28/2015,2.2304,2.2552,2.2109,2.2516,0,,12/28/2015,729.414,730.57,728.654,729.036,#N/A N/A
12/29/2015,207.4,207.79,206.47,206.51,92640672,,12/29/2015,16.08,16.48,15.63,15.91,#N/A N/A,,12/29/2015,17.475,18,17.45,17.85,52467,,12/29/2015,2.305,2.3175,2.2198,2.2286,0,,12/29/2015,720.686,729.015,720.35,728.438,#N/A N/A
12/30/2015,205.93,207.21,205.76,207.11,63317679,,12/30/2015,17.29,17.42,16.5,16.5,#N/A N/A,,12/30/2015,18.35,18.4,17.4,17.5,36993,,12/30/2015,2.2943,2.3228,2.2836,2.2979,0,,12/30/2015,720.911,720.911,718.914,720.391,#N/A N/A
12/31/2015,203.87,205.89,203.87,205.13,114877859,,12/31/2015,18.21,20.39,17.51,17.97,#N/A N/A,,12/31/2015,18.525,18.73,18.05,18.35,51414,,12/31/2015,2.2694,2.305,2.2641,2.2926,0,,12/31/2015,718.951,723.054,717.608,721.244,#N/A N/A
1/1/2016,203.87,205.89,203.87,205.13,114877859,,1/1/2016,18.21,20.39,17.51,17.97,#N/A N/A,,1/1/2016,18.525,18.73,18.05,18.35,51414,,1/1/2016,2.2694,2.2694,2.2694,2.2694,0,,1/1/2016,718.951,723.054,717.608,721.244,#N/A N/A
1/4/2016,201.0192,201.03,198.59,200.49,222353534,,1/4/2016,20.7,23.36,20.67,22.48,#N/A N/A,,1/4/2016,19.825,21.27,18.25,18.5,128809,,1/4/2016,2.2428,2.2908,2.1985,2.2854,0,,1/4/2016,728.868,731.009,726.563,726.563,#N/A N/A
1/5/2016,201.36,201.9,200.05,201.4,110845849,,1/5/2016,19.34,21.06,19.25,20.75,#N/A N/A,,1/5/2016,19.425,20.66,19.25,19.85,89874,,1/5/2016,2.2357,2.2623,2.2215,2.2392,0,,1/5/2016,725.531,731.01,724.688,731.01,#N/A N/A
1/6/2016,198.82,200.06,197.6,198.34,152112604,,1/6/2016,20.59,21.86,19.8,21.67,#N/A N/A,,1/6/2016,20.325,21.51,19.35,19.4,111100,,1/6/2016,2.1702,2.2428,2.1667,2.2321,0,,1/6/2016,735.401,735.502,731.982,732.172,#N/A N/A
1/7/2016,194.05,197.44,193.59,195.33,213436073,,1/7/2016,24.99,25.86,22.4,23.22,#N/A N/A,,1/7/2016,23.525,23.65,20.08,20.35,175674,,1/7/2016,2.1455,2.1984,2.1174,2.1808,0,,1/7/2016,748.62,749.167,743.374,743.553,#N/A N/A
1/8/2016,191.923,195.85,191.58,195.19,209817228,,1/8/2016,27.01,27.08,22.48,22.96,#N/A N/A,,1/8/2016,25.275,25.35,21.33,23.5,132008,,1/8/2016,2.1156,2.2108,2.1103,2.1508,0,,1/8/2016,751.106,751.157,743.557,744.984,#N/A N/A
1/11/2016,192.11,193.41,189.82,193.01,187941323,,1/11/2016,24.3,27.39,23.83,25.58,#N/A N/A,,1/11/2016,23.475,26.45,23.09,25.25,161604,,1/11/2016,2.1754,2.1772,2.1085,2.1226,0,,1/11/2016,739.803,740.652,733.779,734.632,#N/A N/A
1/12/2016,193.6608,194.55,191.14,193.82,172330490,,1/12/2016,22.47,23.93,21.91,22.97,#N/A N/A,,1/12/2016,22.075,24.47,21.65,23.45,112826,,1/12/2016,2.1032,2.1984,2.0787,2.1719,0,,1/12/2016,740.606,740.606,738.438,739.939,#N/A N/A
1/13/2016,188.83,194.86,188.38,194.45,221168886,,1/13/2016,25.22,26.11,21.44,21.72,#N/A N/A,,1/13/2016,24.725,25.38,20.8,22.05,128730,,1/13/2016,2.0927,2.1489,2.0402,2.1155,0,,1/13/2016,750.915,752.384,737.756,738.95,#N/A N/A
1/14/2016,191.93,193.26,187.66,189.55,240795609,,1/14/2016,23.95,26.28,23.07,24.75,#N/A N/A,,1/14/2016,23.575,25.75,22.67,24.65,143004,,1/14/2016,2.0874,2.1207,2.0472,2.0752,0,,1/14/2016,761.82,761.904,756.32,756.32,#N/A N/A
1/15/2016,187.81,188.76,185.52,186.77,324846447,,1/15/2016,27.02,30.95,26.67,28.96,#N/A N/A,,1/15/2016,26.475,28.45,23.3,23.55,167943,,1/15/2016,2.0347,2.0996,1.9843,2.0979,0,,1/15/2016,788.126,788.75,773.154,773.154,#N/A N/A
1/18/2016,187.81,188.76,185.52,186.77,324846447,,1/18/2016,27.02,30.95,26.67,28.96,#N/A N/A,,1/18/2016,26.475,28.45,23.3,23.55,167943,,1/18/2016,2.0347,2.0347,2.0347,2.0347,0,,1/18/2016,788.126,788.75,773.154,773.154,#N/A N/A
1/19/2016,188.06,190.11,186.2,189.96,195244373,,1/19/2016,26.05,27.59,25.21,25.4,#N/A N/A,,1/19/2016,25.85,27.45,23.94,26.7,108712,,1/19/2016,2.0556,2.0854,2.0173,2.0347,0,,1/19/2016,791.66,792.422,786.108,786.108,#N/A N/A
1/20/2016,185.65,187.495,181.02,185.03,286547839,,1/20/2016,27.59,32.09,26.59,27.78,#N/A N/A,,1/20/2016,28.3,29.6,25.65,25.8,4519,,1/20/2016,1.9824,2.0539,1.9374,2.0539,0,,1/20/2016,818.731,819.522,804.103,804.103,#N/A N/A
1/21/2016,186.69,188.87,184.64,186.21,195772941,,1/21/2016,26.69,28.43,25.01,27.79,#N/A N/A,,1/21/2016,25.075,26,24,24.8,140970,,1/21/2016,2.0311,2.0328,1.9546,1.9928,0,,1/21/2016,813.982,822.546,813.864,822.358,#N/A N/A
1/22/2016,190.52,190.76,188.88,189.78,168319598,,1/22/2016,22.34,24.55,22.22,24.21,#N/A N/A,,1/22/2016,22.725,25.2,22.6,25.05,97627,,1/22/2016,2.0519,2.087,2.0119,2.0311,0,,1/22/2016,792.039,804.024,792.039,804.024,#N/A N/A
1/25/2016,187.64,190.15,187.41,189.92,130371686,,1/25/2016,24.15,24.31,22.38,23.3,#N/A N/A,,1/25/2016,24.025,24.08,22.24,22.75,65710,,1/25/2016,2.0012,2.0624,2.0012,2.0554,0,,1/25/2016,792.47,792.779,788.994,791.348,#N/A N/A
1/26/2016,190.2,190.53,188.02,188.42,141036757,,1/26/2016,22.5,24.02,22.33,23.75,#N/A N/A,,1/26/2016,22.925,24.85,22.7,24,68459,,1/26/2016,1.9942,2.0256,1.9594,2.0012,0,,1/26/2016,790.534,792.741,788.516,792.494,#N/A N/A
1/27/2016,188.13,191.56,187.06,189.58,185681707,,1/27/2016,23.11,27.22,20.42,22.88,#N/A N/A,,1/27/2016,23.775,24.15,22.25,22.9,89708,,1/27/2016,1.9993,2.05,1.9785,1.9872,0,,1/27/2016,784.914,786.535,779.996,785.85,#N/A N/A
1/28/2016,189.11,190.2,187.16,189.96,143798780,,1/28/2016,22.42,23.81,21.9,22.15,#N/A N/A,,1/28/2016,23.275,24.08,22.65,23.7,80509,,1/28/2016,1.9784,2.0359,1.9697,1.9959,0,,1/28/2016,777.61,783.334,776.113,780.994,#N/A N/A
1/29/2016,193.7208,193.88,189.88,190.02,210529336,,1/29/2016,20.2,21.74,19.5,21.59,#N/A N/A,,1/29/2016,21.625,23.45,21.5,23.25,77753,,1/29/2016,1.9209,1.9888,1.9088,1.9836,0,,1/29/2016,776.663,780.323,775.066,780.323,#N/A N/A
2/1/2016,193.65,194.58,191.84,192.53,136061564,,2/1/2016,19.98,23.66,19.61,21.32,#N/A N/A,,2/1/2016,21.525,22.45,21.28,21.8,66716,,2/1/2016,1.9486,1.9642,1.9052,1.9296,0,,2/1/2016,776.989,777.177,774.747,776.296,#N/A N/A
2/2/2016,190.16,191.97,189.54,191.96,182564890,,2/2/2016,21.98,22.42,21.06,21.34,#N/A N/A,,2/2/2016,23.175,23.42,21.53,21.55,87872,,2/2/2016,1.8448,1.9503,1.8448,1.9399,0,,2/2/2016,794.981,794.981,780.31,780.31,#N/A N/A
2/3/2016,191.3,191.78,187.1,191.41,205054934,,2/3/2016,21.65,27.7,21.42,21.49,#N/A N/A,,2/3/2016,22.775,24.75,22.6,23.15,111563,,2/3/2016,1.8861,1.8947,1.7916,1.8465,0,,2/3/2016,797.618,801.736,792.919,793.276,#N/A N/A
2/4/2016,191.6,192.75,189.96,190.71,139531794,,2/4/2016,21.84,23.14,21.24,22.29,#N/A N/A,,2/4/2016,23.075,23.58,22.3,22.75,72226,,2/4/2016,1.8395,1.9084,1.8395,1.8792,0,,2/4/2016,796.196,796.763,792.357,795.786,#N/A N/A
2/5/2016,187.95,191.6696,187.2,190.99,180788308,,2/5/2016,23.38,24.11,21.91,22.09,#N/A N/A,,2/5/2016,24.125,24.65,22.68,23.01,98467,,2/5/2016,1.8357,1.8943,1.822,1.8446,0,,2/5/2016,798.026,798.683,791.623,795.755,#N/A N/A
2/8/2016,185.42,186.12,182.8,185.77,191526694,,2/8/2016,26,27.72,25.56,25.89,#N/A N/A,,2/8/2016,25.425,26.8,23.8,24,101629,,2/8/2016,1.7483,1.8684,1.7312,1.8478,0,,2/8/2016,824.242,824.242,808.201,808.201,#N/A N/A
2/9/2016,185.43,186.94,183.2,183.36,184513136,,2/9/2016,26.54,28.31,25.99,28.3,#N/A N/A,,2/9/2016,26.125,27.08,25.3,25.4,101656,,2/9/2016,1.726,1.7652,1.6803,1.7414,0,,2/9/2016,847.022,847.317,837.364,837.364,#N/A N/A
2/10/2016,185.27,188.34,185.12,186.41,148214057,,2/10/2016,26.29,26.6,24.47,25.75,#N/A N/A,,2/10/2016,26.275,26.55,24.68,26.1,75196,,2/10/2016,1.6681,1.7719,1.6681,1.7294,0,,2/10/2016,852.029,852.029,843.577,844.695,#N/A N/A
2/11/2016,182.86,184.1,181.09,182.34,219058885,,2/11/2016,28.14,30.9,26.67,29.01,#N/A N/A,,2/11/2016,28.125,29.45,26.25,26.25,153592,,2/11/2016,1.6591,1.7035,1.5286,1.7035,0,,2/11/2016,873.068,877.875,870.443,870.93,#N/A N/A
2/12/2016,186.63,186.65,183.96,184.96,127632393,,2/12/2016,25.4,27.57,24.92,27.16,#N/A N/A,,2/12/2016,26.875,28.55,26.49,28.05,71872,,2/12/2016,1.7481,1.7567,1.6437,1.6573,0,,2/12/2016,859.948,872.148,859.948,872.148,#N/A N/A
2/15/2016,186.63,186.65,183.96,184.96,127632393,,2/15/2016,25.4,27.57,24.92,27.16,#N/A N/A,,2/15/2016,26.875,28.55,26.49,28.05,71872,,2/15/2016,1.7481,1.7481,1.7481,1.7481,0,,2/15/2016,859.948,872.148,859.948,872.148,#N/A N/A
2/16/2016,189.78,189.81,187.63,188.77,120250668,,2/16/2016,24.11,25.52,23.32,24.96,#N/A N/A,,2/16/2016,24.725,26.6,24.3,26.6,67094,,2/16/2016,1.7723,1.7999,1.7413,1.7481,0,,2/16/2016,849.795,857.472,848.837,855.963,#N/A N/A
